{'SiO2': 87, 'TiO2': 91, 'Al2O3': 71, 'FeO': 17, 'MnO': 18, 'MgO': 72, 'CaO': 69, 'Na2O': 1, 'K2O': 100, 'F': 97, 'Cl': 80, 'Bjergart': 'Dunit'}
{'SiO2': 99, 'TiO2': 60, 'Al2O3': 71, 'FeO': 11, 'MnO': 10, 'MgO': 13, 'CaO': 40, 'Na2O': 27, 'K2O': 41, 'F': 8, 'Cl': 13, 'Bjergart': 'Amfibolit'}
{'SiO2': 73, 'TiO2': 51, 'Al2O3': 79, 'FeO': 29, 'MnO': 22, 'MgO': 81, 'CaO': 8, 'Na2O': 82, 'K2O': 43, 'F': 61, 'Cl': 12, 'Bjergart': 'Amfibolit'}
{'SiO2': 33, 'TiO2': 21, 'Al2O3': 82, 'FeO': 61, 'MnO': 4, 'MgO': 23, 'CaO': 48, 'Na2O': 100, 'K2O': 1, 'F': 4, 'Cl': 68, 'Bjergart': 'Harzburgite'}
{'SiO2': 24, 'TiO2': 69, 'Al2O3': 89, 'FeO': 57, 'MnO': 53, 'MgO': 54, 'CaO': 3, 'Na2O': 37, 'K2O': 50, 'F': 38, 'Cl': 3, 'Bjergart': 'Gnejs'}
{'SiO2': 91, 'TiO2': 61, 'Al2O3': 45, 'FeO': 12, 'MnO': 3, 'MgO': 61, 'CaO': 6, 'Na2O': 57, 'K2O': 17, 'F': 81, 'Cl': 81, 'Bjergart': 'Dunit'}
{'SiO2': 15, 'TiO2': 49, 'Al2O3': 49, 'FeO': 16, 'MnO': 32, 'MgO': 89, 'CaO': 66, 'Na2O': 48, 'K2O': 5, 'F': 92, 'Cl': 3, 'Bjergart': 'Gnejs'}
{'SiO2': 88, 'TiO2': 38, 'Al2O3': 100, 'FeO': 67, 'MnO': 59, 'MgO': 41, 'CaO': 29, 'Na2O': 8, 'K2O': 86, 'F': 78, 'Cl': 8, 'Bjergart': 'Granit'}
{'SiO2': 77, 'TiO2': 10, 'Al2O3': 33, 'FeO': 20, 'MnO': 1, 'MgO': 27, 'CaO': 98, 'Na2O': 53, 'K2O': 100, 'F': 5, 'Cl': 69, 'Bjergart': 'Granit'}
{'SiO2': 31, 'TiO2': 58, 'Al2O3': 4, 'FeO': 75, 'MnO': 73, 'MgO': 84, 'CaO': 72, 'Na2O': 86, 'K2O': 9, 'F': 64, 'Cl': 40, 'Bjergart': 'Gnejs'}
{'SiO2': 65, 'TiO2': 43, 'Al2O3': 75, 'FeO': 75, 'MnO': 40, 'MgO': 78, 'CaO': 76, 'Na2O': 67, 'K2O': 31, 'F': 80, 'Cl': 47, 'Bjergart': 'Dunit'}
{'SiO2': 14, 'TiO2': 46, 'Al2O3': 23, 'FeO': 43, 'MnO': 89, 'MgO': 30, 'CaO': 4, 'Na2O': 62, 'K2O': 47, 'F': 18, 'Cl': 77, 'Bjergart': 'Harzburgite'}
{'SiO2': 30, 'TiO2': 74, 'Al2O3': 20, 'FeO': 87, 'MnO': 29, 'MgO': 71, 'CaO': 32, 'Na2O': 53, 'K2O': 29, 'F': 6, 'Cl': 55, 'Bjergart': 'Amfibolit'}
{'SiO2': 43, 'TiO2': 7, 'Al2O3': 95, 'FeO': 56, 'MnO': 42, 'MgO': 47, 'CaO': 68, 'Na2O': 56, 'K2O': 88, 'F': 63, 'Cl': 2, 'Bjergart': 'Dunit'}
{'SiO2': 14, 'TiO2': 10, 'Al2O3': 3, 'FeO': 36, 'MnO': 18, 'MgO': 57, 'CaO': 7, 'Na2O': 9, 'K2O': 1, 'F': 33, 'Cl': 72, 'Bjergart': 'Gnejs'}
{'SiO2': 43, 'TiO2': 26, 'Al2O3': 12, 'FeO': 58, 'MnO': 38, 'MgO': 8, 'CaO': 93, 'Na2O': 67, 'K2O': 37, 'F': 69, 'Cl': 11, 'Bjergart': 'Basalt'}
{'SiO2': 97, 'TiO2': 6, 'Al2O3': 75, 'FeO': 86, 'MnO': 58, 'MgO': 74, 'CaO': 77, 'Na2O': 92, 'K2O': 23, 'F': 88, 'Cl': 79, 'Bjergart': 'Granit'}
{'SiO2': 17, 'TiO2': 95, 'Al2O3': 88, 'FeO': 92, 'MnO': 67, 'MgO': 11, 'CaO': 79, 'Na2O': 97, 'K2O': 53, 'F': 33, 'Cl': 0, 'Bjergart': 'Granulit'}
{'SiO2': 33, 'TiO2': 97, 'Al2O3': 76, 'FeO': 32, 'MnO': 42, 'MgO': 90, 'CaO': 21, 'Na2O': 39, 'K2O': 100, 'F': 76, 'Cl': 63, 'Bjergart': 'Harzburgite'}
{'SiO2': 2, 'TiO2': 12, 'Al2O3': 54, 'FeO': 92, 'MnO': 44, 'MgO': 28, 'CaO': 62, 'Na2O': 75, 'K2O': 61, 'F': 62, 'Cl': 94, 'Bjergart': 'Basalt'}
{'SiO2': 22, 'TiO2': 11, 'Al2O3': 14, 'FeO': 10, 'MnO': 0, 'MgO': 7, 'CaO': 56, 'Na2O': 25, 'K2O': 76, 'F': 98, 'Cl': 8, 'Bjergart': 'Granit'}
{'SiO2': 54, 'TiO2': 48, 'Al2O3': 24, 'FeO': 68, 'MnO': 30, 'MgO': 93, 'CaO': 46, 'Na2O': 9, 'K2O': 37, 'F': 70, 'Cl': 81, 'Bjergart': 'Basalt'}
{'SiO2': 73, 'TiO2': 52, 'Al2O3': 41, 'FeO': 23, 'MnO': 33, 'MgO': 95, 'CaO': 82, 'Na2O': 81, 'K2O': 2, 'F': 70, 'Cl': 42, 'Bjergart': 'Amfibolit'}
{'SiO2': 5, 'TiO2': 82, 'Al2O3': 55, 'FeO': 31, 'MnO': 48, 'MgO': 58, 'CaO': 95, 'Na2O': 20, 'K2O': 72, 'F': 23, 'Cl': 14, 'Bjergart': 'Amfibolit'}
{'SiO2': 2, 'TiO2': 95, 'Al2O3': 11, 'FeO': 1, 'MnO': 80, 'MgO': 58, 'CaO': 28, 'Na2O': 22, 'K2O': 40, 'F': 96, 'Cl': 27, 'Bjergart': 'Gnejs'}
{'SiO2': 87, 'TiO2': 21, 'Al2O3': 71, 'FeO': 40, 'MnO': 6, 'MgO': 100, 'CaO': 11, 'Na2O': 98, 'K2O': 15, 'F': 27, 'Cl': 69, 'Bjergart': 'Granit'}
{'SiO2': 60, 'TiO2': 48, 'Al2O3': 77, 'FeO': 82, 'MnO': 40, 'MgO': 55, 'CaO': 21, 'Na2O': 53, 'K2O': 43, 'F': 63, 'Cl': 76, 'Bjergart': 'Basalt'}
{'SiO2': 73, 'TiO2': 4, 'Al2O3': 54, 'FeO': 88, 'MnO': 0, 'MgO': 71, 'CaO': 97, 'Na2O': 12, 'K2O': 15, 'F': 26, 'Cl': 0, 'Bjergart': 'Amfibolit'}
{'SiO2': 10, 'TiO2': 84, 'Al2O3': 58, 'FeO': 90, 'MnO': 38, 'MgO': 7, 'CaO': 13, 'Na2O': 99, 'K2O': 52, 'F': 88, 'Cl': 30, 'Bjergart': 'Granulit'}
{'SiO2': 11, 'TiO2': 40, 'Al2O3': 96, 'FeO': 26, 'MnO': 45, 'MgO': 62, 'CaO': 52, 'Na2O': 3, 'K2O': 20, 'F': 45, 'Cl': 40, 'Bjergart': 'Amfibolit'}
{'SiO2': 49, 'TiO2': 49, 'Al2O3': 5, 'FeO': 33, 'MnO': 91, 'MgO': 86, 'CaO': 79, 'Na2O': 74, 'K2O': 6, 'F': 95, 'Cl': 91, 'Bjergart': 'Dunit'}
{'SiO2': 7, 'TiO2': 20, 'Al2O3': 88, 'FeO': 15, 'MnO': 58, 'MgO': 86, 'CaO': 49, 'Na2O': 97, 'K2O': 76, 'F': 61, 'Cl': 91, 'Bjergart': 'Gnejs'}
{'SiO2': 74, 'TiO2': 18, 'Al2O3': 33, 'FeO': 13, 'MnO': 29, 'MgO': 54, 'CaO': 77, 'Na2O': 58, 'K2O': 35, 'F': 12, 'Cl': 42, 'Bjergart': 'Basalt'}
{'SiO2': 89, 'TiO2': 19, 'Al2O3': 77, 'FeO': 65, 'MnO': 98, 'MgO': 24, 'CaO': 96, 'Na2O': 63, 'K2O': 8, 'F': 54, 'Cl': 88, 'Bjergart': 'Amfibolit'}
{'SiO2': 82, 'TiO2': 40, 'Al2O3': 20, 'FeO': 40, 'MnO': 28, 'MgO': 84, 'CaO': 2, 'Na2O': 42, 'K2O': 91, 'F': 17, 'Cl': 75, 'Bjergart': 'Granulit'}
{'SiO2': 70, 'TiO2': 0, 'Al2O3': 54, 'FeO': 54, 'MnO': 41, 'MgO': 40, 'CaO': 0, 'Na2O': 65, 'K2O': 84, 'F': 83, 'Cl': 63, 'Bjergart': 'Dunit'}
{'SiO2': 31, 'TiO2': 4, 'Al2O3': 89, 'FeO': 77, 'MnO': 50, 'MgO': 60, 'CaO': 27, 'Na2O': 63, 'K2O': 59, 'F': 1, 'Cl': 94, 'Bjergart': 'Granulit'}
{'SiO2': 33, 'TiO2': 28, 'Al2O3': 61, 'FeO': 60, 'MnO': 22, 'MgO': 14, 'CaO': 29, 'Na2O': 62, 'K2O': 69, 'F': 95, 'Cl': 72, 'Bjergart': 'Dunit'}
{'SiO2': 73, 'TiO2': 31, 'Al2O3': 36, 'FeO': 90, 'MnO': 34, 'MgO': 89, 'CaO': 69, 'Na2O': 35, 'K2O': 8, 'F': 84, 'Cl': 36, 'Bjergart': 'Granulit'}
{'SiO2': 73, 'TiO2': 68, 'Al2O3': 73, 'FeO': 49, 'MnO': 98, 'MgO': 58, 'CaO': 52, 'Na2O': 85, 'K2O': 23, 'F': 4, 'Cl': 7, 'Bjergart': 'Basalt'}
{'SiO2': 80, 'TiO2': 89, 'Al2O3': 32, 'FeO': 17, 'MnO': 71, 'MgO': 51, 'CaO': 62, 'Na2O': 72, 'K2O': 90, 'F': 8, 'Cl': 88, 'Bjergart': 'Granit'}
{'SiO2': 81, 'TiO2': 81, 'Al2O3': 34, 'FeO': 14, 'MnO': 28, 'MgO': 13, 'CaO': 28, 'Na2O': 7, 'K2O': 15, 'F': 21, 'Cl': 49, 'Bjergart': 'Gnejs'}
{'SiO2': 12, 'TiO2': 56, 'Al2O3': 34, 'FeO': 67, 'MnO': 88, 'MgO': 97, 'CaO': 97, 'Na2O': 73, 'K2O': 41, 'F': 13, 'Cl': 98, 'Bjergart': 'Dunit'}
{'SiO2': 44, 'TiO2': 51, 'Al2O3': 30, 'FeO': 36, 'MnO': 61, 'MgO': 93, 'CaO': 16, 'Na2O': 86, 'K2O': 28, 'F': 6, 'Cl': 2, 'Bjergart': 'Basalt'}
{'SiO2': 82, 'TiO2': 34, 'Al2O3': 17, 'FeO': 32, 'MnO': 26, 'MgO': 74, 'CaO': 40, 'Na2O': 1, 'K2O': 80, 'F': 97, 'Cl': 44, 'Bjergart': 'Harzburgite'}
{'SiO2': 36, 'TiO2': 2, 'Al2O3': 87, 'FeO': 56, 'MnO': 23, 'MgO': 68, 'CaO': 62, 'Na2O': 57, 'K2O': 30, 'F': 49, 'Cl': 89, 'Bjergart': 'Granit'}
{'SiO2': 56, 'TiO2': 27, 'Al2O3': 26, 'FeO': 94, 'MnO': 88, 'MgO': 16, 'CaO': 31, 'Na2O': 12, 'K2O': 24, 'F': 48, 'Cl': 54, 'Bjergart': 'Basalt'}
{'SiO2': 58, 'TiO2': 91, 'Al2O3': 76, 'FeO': 22, 'MnO': 83, 'MgO': 39, 'CaO': 31, 'Na2O': 20, 'K2O': 35, 'F': 78, 'Cl': 65, 'Bjergart': 'Granulit'}
{'SiO2': 72, 'TiO2': 20, 'Al2O3': 2, 'FeO': 35, 'MnO': 99, 'MgO': 13, 'CaO': 56, 'Na2O': 56, 'K2O': 38, 'F': 2, 'Cl': 0, 'Bjergart': 'Gnejs'}
{'SiO2': 70, 'TiO2': 1, 'Al2O3': 43, 'FeO': 13, 'MnO': 46, 'MgO': 28, 'CaO': 30, 'Na2O': 57, 'K2O': 12, 'F': 62, 'Cl': 5, 'Bjergart': 'Granit'}
{'SiO2': 89, 'TiO2': 66, 'Al2O3': 82, 'FeO': 6, 'MnO': 82, 'MgO': 41, 'CaO': 92, 'Na2O': 63, 'K2O': 16, 'F': 79, 'Cl': 4, 'Bjergart': 'Granulit'}
{'SiO2': 54, 'TiO2': 43, 'Al2O3': 28, 'FeO': 43, 'MnO': 65, 'MgO': 14, 'CaO': 59, 'Na2O': 63, 'K2O': 21, 'F': 29, 'Cl': 63, 'Bjergart': 'Amfibolit'}
{'SiO2': 55, 'TiO2': 59, 'Al2O3': 97, 'FeO': 66, 'MnO': 85, 'MgO': 36, 'CaO': 35, 'Na2O': 25, 'K2O': 31, 'F': 13, 'Cl': 36, 'Bjergart': 'Harzburgite'}
{'SiO2': 37, 'TiO2': 54, 'Al2O3': 25, 'FeO': 82, 'MnO': 66, 'MgO': 59, 'CaO': 62, 'Na2O': 30, 'K2O': 53, 'F': 83, 'Cl': 5, 'Bjergart': 'Dunit'}
{'SiO2': 52, 'TiO2': 53, 'Al2O3': 72, 'FeO': 37, 'MnO': 24, 'MgO': 32, 'CaO': 18, 'Na2O': 12, 'K2O': 85, 'F': 5, 'Cl': 51, 'Bjergart': 'Harzburgite'}
{'SiO2': 93, 'TiO2': 41, 'Al2O3': 26, 'FeO': 22, 'MnO': 28, 'MgO': 9, 'CaO': 12, 'Na2O': 60, 'K2O': 27, 'F': 79, 'Cl': 81, 'Bjergart': 'Dunit'}
{'SiO2': 32, 'TiO2': 83, 'Al2O3': 61, 'FeO': 94, 'MnO': 61, 'MgO': 75, 'CaO': 100, 'Na2O': 19, 'K2O': 3, 'F': 12, 'Cl': 51, 'Bjergart': 'Amfibolit'}
{'SiO2': 84, 'TiO2': 13, 'Al2O3': 43, 'FeO': 42, 'MnO': 62, 'MgO': 58, 'CaO': 71, 'Na2O': 73, 'K2O': 75, 'F': 45, 'Cl': 97, 'Bjergart': 'Granit'}
{'SiO2': 87, 'TiO2': 72, 'Al2O3': 33, 'FeO': 19, 'MnO': 13, 'MgO': 26, 'CaO': 61, 'Na2O': 62, 'K2O': 32, 'F': 31, 'Cl': 50, 'Bjergart': 'Amfibolit'}
{'SiO2': 49, 'TiO2': 40, 'Al2O3': 49, 'FeO': 56, 'MnO': 0, 'MgO': 45, 'CaO': 60, 'Na2O': 100, 'K2O': 9, 'F': 91, 'Cl': 88, 'Bjergart': 'Granulit'}
{'SiO2': 45, 'TiO2': 27, 'Al2O3': 99, 'FeO': 55, 'MnO': 75, 'MgO': 37, 'CaO': 62, 'Na2O': 18, 'K2O': 86, 'F': 47, 'Cl': 44, 'Bjergart': 'Granit'}
{'SiO2': 94, 'TiO2': 66, 'Al2O3': 14, 'FeO': 49, 'MnO': 14, 'MgO': 31, 'CaO': 83, 'Na2O': 77, 'K2O': 27, 'F': 4, 'Cl': 86, 'Bjergart': 'Dunit'}
{'SiO2': 44, 'TiO2': 66, 'Al2O3': 4, 'FeO': 16, 'MnO': 34, 'MgO': 77, 'CaO': 82, 'Na2O': 48, 'K2O': 1, 'F': 69, 'Cl': 27, 'Bjergart': 'Granit'}
{'SiO2': 8, 'TiO2': 78, 'Al2O3': 70, 'FeO': 48, 'MnO': 59, 'MgO': 48, 'CaO': 95, 'Na2O': 31, 'K2O': 88, 'F': 46, 'Cl': 92, 'Bjergart': 'Granulit'}
{'SiO2': 74, 'TiO2': 54, 'Al2O3': 68, 'FeO': 17, 'MnO': 49, 'MgO': 41, 'CaO': 86, 'Na2O': 73, 'K2O': 21, 'F': 39, 'Cl': 99, 'Bjergart': 'Granulit'}
{'SiO2': 50, 'TiO2': 12, 'Al2O3': 62, 'FeO': 54, 'MnO': 79, 'MgO': 97, 'CaO': 57, 'Na2O': 66, 'K2O': 65, 'F': 82, 'Cl': 85, 'Bjergart': 'Granulit'}
{'SiO2': 21, 'TiO2': 2, 'Al2O3': 60, 'FeO': 56, 'MnO': 53, 'MgO': 53, 'CaO': 36, 'Na2O': 6, 'K2O': 51, 'F': 16, 'Cl': 27, 'Bjergart': 'Basalt'}
{'SiO2': 33, 'TiO2': 71, 'Al2O3': 40, 'FeO': 87, 'MnO': 62, 'MgO': 37, 'CaO': 82, 'Na2O': 39, 'K2O': 44, 'F': 61, 'Cl': 53, 'Bjergart': 'Gnejs'}
{'SiO2': 58, 'TiO2': 5, 'Al2O3': 62, 'FeO': 97, 'MnO': 14, 'MgO': 23, 'CaO': 94, 'Na2O': 5, 'K2O': 6, 'F': 1, 'Cl': 0, 'Bjergart': 'Granit'}
{'SiO2': 13, 'TiO2': 54, 'Al2O3': 25, 'FeO': 68, 'MnO': 8, 'MgO': 75, 'CaO': 8, 'Na2O': 100, 'K2O': 94, 'F': 93, 'Cl': 92, 'Bjergart': 'Granit'}
{'SiO2': 96, 'TiO2': 73, 'Al2O3': 4, 'FeO': 47, 'MnO': 1, 'MgO': 0, 'CaO': 24, 'Na2O': 6, 'K2O': 63, 'F': 95, 'Cl': 93, 'Bjergart': 'Gnejs'}
{'SiO2': 72, 'TiO2': 26, 'Al2O3': 81, 'FeO': 36, 'MnO': 70, 'MgO': 77, 'CaO': 28, 'Na2O': 27, 'K2O': 0, 'F': 7, 'Cl': 20, 'Bjergart': 'Amfibolit'}
{'SiO2': 11, 'TiO2': 52, 'Al2O3': 9, 'FeO': 46, 'MnO': 21, 'MgO': 6, 'CaO': 29, 'Na2O': 11, 'K2O': 10, 'F': 93, 'Cl': 43, 'Bjergart': 'Harzburgite'}
{'SiO2': 37, 'TiO2': 45, 'Al2O3': 9, 'FeO': 36, 'MnO': 43, 'MgO': 11, 'CaO': 47, 'Na2O': 51, 'K2O': 44, 'F': 17, 'Cl': 90, 'Bjergart': 'Basalt'}
{'SiO2': 85, 'TiO2': 95, 'Al2O3': 99, 'FeO': 39, 'MnO': 52, 'MgO': 80, 'CaO': 73, 'Na2O': 8, 'K2O': 22, 'F': 77, 'Cl': 23, 'Bjergart': 'Granit'}
{'SiO2': 99, 'TiO2': 8, 'Al2O3': 67, 'FeO': 48, 'MnO': 3, 'MgO': 56, 'CaO': 89, 'Na2O': 30, 'K2O': 37, 'F': 53, 'Cl': 62, 'Bjergart': 'Gnejs'}
{'SiO2': 25, 'TiO2': 13, 'Al2O3': 68, 'FeO': 34, 'MnO': 33, 'MgO': 52, 'CaO': 27, 'Na2O': 23, 'K2O': 29, 'F': 94, 'Cl': 35, 'Bjergart': 'Amfibolit'}
{'SiO2': 33, 'TiO2': 69, 'Al2O3': 54, 'FeO': 15, 'MnO': 36, 'MgO': 5, 'CaO': 32, 'Na2O': 9, 'K2O': 75, 'F': 85, 'Cl': 81, 'Bjergart': 'Granulit'}
{'SiO2': 74, 'TiO2': 27, 'Al2O3': 44, 'FeO': 30, 'MnO': 96, 'MgO': 44, 'CaO': 41, 'Na2O': 55, 'K2O': 84, 'F': 63, 'Cl': 9, 'Bjergart': 'Harzburgite'}
{'SiO2': 29, 'TiO2': 78, 'Al2O3': 37, 'FeO': 64, 'MnO': 81, 'MgO': 74, 'CaO': 31, 'Na2O': 49, 'K2O': 92, 'F': 97, 'Cl': 49, 'Bjergart': 'Granit'}
{'SiO2': 26, 'TiO2': 44, 'Al2O3': 23, 'FeO': 11, 'MnO': 6, 'MgO': 49, 'CaO': 67, 'Na2O': 12, 'K2O': 8, 'F': 70, 'Cl': 19, 'Bjergart': 'Amfibolit'}
{'SiO2': 98, 'TiO2': 14, 'Al2O3': 40, 'FeO': 81, 'MnO': 44, 'MgO': 40, 'CaO': 40, 'Na2O': 72, 'K2O': 14, 'F': 29, 'Cl': 72, 'Bjergart': 'Amfibolit'}
{'SiO2': 98, 'TiO2': 89, 'Al2O3': 28, 'FeO': 70, 'MnO': 14, 'MgO': 3, 'CaO': 8, 'Na2O': 10, 'K2O': 96, 'F': 81, 'Cl': 37, 'Bjergart': 'Dunit'}
{'SiO2': 83, 'TiO2': 33, 'Al2O3': 0, 'FeO': 99, 'MnO': 91, 'MgO': 87, 'CaO': 22, 'Na2O': 99, 'K2O': 1, 'F': 83, 'Cl': 96, 'Bjergart': 'Gnejs'}
{'SiO2': 5, 'TiO2': 38, 'Al2O3': 16, 'FeO': 63, 'MnO': 85, 'MgO': 52, 'CaO': 31, 'Na2O': 91, 'K2O': 76, 'F': 6, 'Cl': 5, 'Bjergart': 'Dunit'}
{'SiO2': 69, 'TiO2': 6, 'Al2O3': 7, 'FeO': 8, 'MnO': 23, 'MgO': 3, 'CaO': 76, 'Na2O': 80, 'K2O': 10, 'F': 85, 'Cl': 94, 'Bjergart': 'Granulit'}
{'SiO2': 30, 'TiO2': 10, 'Al2O3': 88, 'FeO': 14, 'MnO': 84, 'MgO': 31, 'CaO': 96, 'Na2O': 6, 'K2O': 2, 'F': 69, 'Cl': 19, 'Bjergart': 'Amfibolit'}
{'SiO2': 93, 'TiO2': 99, 'Al2O3': 57, 'FeO': 92, 'MnO': 4, 'MgO': 87, 'CaO': 89, 'Na2O': 68, 'K2O': 99, 'F': 98, 'Cl': 79, 'Bjergart': 'Granit'}
{'SiO2': 24, 'TiO2': 35, 'Al2O3': 63, 'FeO': 89, 'MnO': 27, 'MgO': 18, 'CaO': 41, 'Na2O': 82, 'K2O': 49, 'F': 99, 'Cl': 76, 'Bjergart': 'Amfibolit'}
{'SiO2': 96, 'TiO2': 26, 'Al2O3': 3, 'FeO': 26, 'MnO': 16, 'MgO': 82, 'CaO': 49, 'Na2O': 12, 'K2O': 46, 'F': 49, 'Cl': 85, 'Bjergart': 'Amfibolit'}
{'SiO2': 97, 'TiO2': 45, 'Al2O3': 21, 'FeO': 89, 'MnO': 79, 'MgO': 13, 'CaO': 45, 'Na2O': 15, 'K2O': 80, 'F': 69, 'Cl': 36, 'Bjergart': 'Amfibolit'}
{'SiO2': 8, 'TiO2': 14, 'Al2O3': 91, 'FeO': 56, 'MnO': 69, 'MgO': 6, 'CaO': 0, 'Na2O': 11, 'K2O': 12, 'F': 12, 'Cl': 3, 'Bjergart': 'Granulit'}
{'SiO2': 8, 'TiO2': 100, 'Al2O3': 14, 'FeO': 46, 'MnO': 35, 'MgO': 60, 'CaO': 80, 'Na2O': 29, 'K2O': 13, 'F': 12, 'Cl': 8, 'Bjergart': 'Harzburgite'}
{'SiO2': 54, 'TiO2': 31, 'Al2O3': 100, 'FeO': 77, 'MnO': 76, 'MgO': 98, 'CaO': 73, 'Na2O': 19, 'K2O': 53, 'F': 38, 'Cl': 64, 'Bjergart': 'Granulit'}
{'SiO2': 37, 'TiO2': 94, 'Al2O3': 2, 'FeO': 8, 'MnO': 90, 'MgO': 26, 'CaO': 82, 'Na2O': 97, 'K2O': 73, 'F': 92, 'Cl': 47, 'Bjergart': 'Granulit'}
{'SiO2': 71, 'TiO2': 96, 'Al2O3': 16, 'FeO': 71, 'MnO': 89, 'MgO': 57, 'CaO': 57, 'Na2O': 75, 'K2O': 34, 'F': 97, 'Cl': 79, 'Bjergart': 'Amfibolit'}
{'SiO2': 35, 'TiO2': 100, 'Al2O3': 56, 'FeO': 59, 'MnO': 36, 'MgO': 83, 'CaO': 19, 'Na2O': 20, 'K2O': 94, 'F': 65, 'Cl': 5, 'Bjergart': 'Amfibolit'}
{'SiO2': 58, 'TiO2': 87, 'Al2O3': 100, 'FeO': 77, 'MnO': 89, 'MgO': 43, 'CaO': 36, 'Na2O': 34, 'K2O': 86, 'F': 6, 'Cl': 58, 'Bjergart': 'Dunit'}
{'SiO2': 2, 'TiO2': 64, 'Al2O3': 6, 'FeO': 55, 'MnO': 41, 'MgO': 78, 'CaO': 12, 'Na2O': 3, 'K2O': 50, 'F': 96, 'Cl': 65, 'Bjergart': 'Basalt'}
{'SiO2': 47, 'TiO2': 65, 'Al2O3': 37, 'FeO': 90, 'MnO': 71, 'MgO': 93, 'CaO': 100, 'Na2O': 29, 'K2O': 60, 'F': 55, 'Cl': 5, 'Bjergart': 'Granulit'}
{'SiO2': 50, 'TiO2': 9, 'Al2O3': 88, 'FeO': 27, 'MnO': 12, 'MgO': 92, 'CaO': 83, 'Na2O': 71, 'K2O': 29, 'F': 52, 'Cl': 39, 'Bjergart': 'Gnejs'}
{'SiO2': 81, 'TiO2': 50, 'Al2O3': 33, 'FeO': 19, 'MnO': 81, 'MgO': 89, 'CaO': 14, 'Na2O': 41, 'K2O': 73, 'F': 50, 'Cl': 1, 'Bjergart': 'Gnejs'}
{'SiO2': 39, 'TiO2': 67, 'Al2O3': 92, 'FeO': 58, 'MnO': 67, 'MgO': 40, 'CaO': 19, 'Na2O': 25, 'K2O': 42, 'F': 77, 'Cl': 48, 'Bjergart': 'Granulit'}
{'SiO2': 13, 'TiO2': 66, 'Al2O3': 43, 'FeO': 2, 'MnO': 49, 'MgO': 80, 'CaO': 100, 'Na2O': 23, 'K2O': 70, 'F': 10, 'Cl': 33, 'Bjergart': 'Harzburgite'}
{'SiO2': 44, 'TiO2': 65, 'Al2O3': 57, 'FeO': 30, 'MnO': 23, 'MgO': 60, 'CaO': 98, 'Na2O': 85, 'K2O': 59, 'F': 87, 'Cl': 86, 'Bjergart': 'Basalt'}
{'SiO2': 85, 'TiO2': 32, 'Al2O3': 95, 'FeO': 95, 'MnO': 2, 'MgO': 73, 'CaO': 39, 'Na2O': 0, 'K2O': 13, 'F': 42, 'Cl': 22, 'Bjergart': 'Amfibolit'}
{'SiO2': 39, 'TiO2': 80, 'Al2O3': 4, 'FeO': 37, 'MnO': 41, 'MgO': 28, 'CaO': 23, 'Na2O': 86, 'K2O': 87, 'F': 25, 'Cl': 2, 'Bjergart': 'Granit'}
{'SiO2': 61, 'TiO2': 45, 'Al2O3': 37, 'FeO': 98, 'MnO': 70, 'MgO': 77, 'CaO': 71, 'Na2O': 95, 'K2O': 27, 'F': 15, 'Cl': 99, 'Bjergart': 'Gnejs'}
{'SiO2': 58, 'TiO2': 8, 'Al2O3': 12, 'FeO': 75, 'MnO': 8, 'MgO': 25, 'CaO': 26, 'Na2O': 43, 'K2O': 24, 'F': 40, 'Cl': 52, 'Bjergart': 'Gnejs'}
{'SiO2': 21, 'TiO2': 76, 'Al2O3': 71, 'FeO': 55, 'MnO': 85, 'MgO': 41, 'CaO': 3, 'Na2O': 25, 'K2O': 95, 'F': 83, 'Cl': 44, 'Bjergart': 'Granit'}
{'SiO2': 25, 'TiO2': 74, 'Al2O3': 59, 'FeO': 82, 'MnO': 83, 'MgO': 84, 'CaO': 43, 'Na2O': 1, 'K2O': 4, 'F': 55, 'Cl': 7, 'Bjergart': 'Granit'}
{'SiO2': 81, 'TiO2': 73, 'Al2O3': 6, 'FeO': 12, 'MnO': 16, 'MgO': 51, 'CaO': 48, 'Na2O': 93, 'K2O': 88, 'F': 9, 'Cl': 55, 'Bjergart': 'Granit'}
{'SiO2': 72, 'TiO2': 61, 'Al2O3': 63, 'FeO': 97, 'MnO': 26, 'MgO': 83, 'CaO': 81, 'Na2O': 46, 'K2O': 70, 'F': 39, 'Cl': 46, 'Bjergart': 'Harzburgite'}
{'SiO2': 8, 'TiO2': 91, 'Al2O3': 14, 'FeO': 76, 'MnO': 67, 'MgO': 13, 'CaO': 94, 'Na2O': 6, 'K2O': 3, 'F': 70, 'Cl': 49, 'Bjergart': 'Amfibolit'}
{'SiO2': 91, 'TiO2': 70, 'Al2O3': 100, 'FeO': 14, 'MnO': 65, 'MgO': 31, 'CaO': 34, 'Na2O': 45, 'K2O': 98, 'F': 5, 'Cl': 27, 'Bjergart': 'Granulit'}
{'SiO2': 42, 'TiO2': 11, 'Al2O3': 86, 'FeO': 93, 'MnO': 56, 'MgO': 62, 'CaO': 81, 'Na2O': 59, 'K2O': 82, 'F': 64, 'Cl': 77, 'Bjergart': 'Gnejs'}
{'SiO2': 44, 'TiO2': 39, 'Al2O3': 9, 'FeO': 93, 'MnO': 93, 'MgO': 90, 'CaO': 58, 'Na2O': 94, 'K2O': 8, 'F': 47, 'Cl': 59, 'Bjergart': 'Dunit'}
